species,body_mass,forearm,age,sex,year
Artibeus cinereus,12,41,adult,male,2011
Artibeus cinereus,13,38.6,adult,female,2011
Artibeus cinereus,11,39.1,adult,male,2011
Artibeus cinereus,8,39.2,adult,male,2011
Artibeus cinereus,13,39,adult,male,2011
Artibeus cinereus,19,43,adult,female,2011
Artibeus cinereus,12,40,juvenile,male,2011
Artibeus cinereus,16,41,adult,female,2011
Artibeus cinereus,11,41,adult,female,2011
Artibeus cinereus,15,40.5,adult,female,2011
Artibeus cinereus,18,42.4,adult,female,2011
Artibeus cinereus,11,39.3,adult,male,2011
Artibeus cinereus,11,39.9,adult,male,2011
Artibeus cinereus,12,39.3,adult,male,2011
Artibeus cinereus,14,40,adult,male,2011
Artibeus cinereus,12,39,adult,male,2011
Artibeus cinereus,14,41,adult,female,2011
Artibeus cinereus,14,40,adult,male,2011
Artibeus cinereus,15,39.5,adult,male,2011
Artibeus cinereus,15,40,adult,male,2011
Artibeus cinereus,14,40,adult,female,2011
Artibeus cinereus,11,39.1,adult,male,2011
Artibeus cinereus,12,38.5,adult,male,2011
Artibeus cinereus,12,38.7,adult,male,2011
Artibeus cinereus,12,39,adult,male,2011
Artibeus cinereus,13,40.8,adult,male,2011
Artibeus cinereus,15,41.45,adult,male,2011
Artibeus cinereus,13,39.2,adult,female,2011
Artibeus cinereus,13,40.6,adult,male,2011
Artibeus cinereus,14,41.6,adult,male,2012
Artibeus cinereus,16,40.7,adult,female,2012
Artibeus cinereus,16,41.55,adult,female,2012
Artibeus cinereus,15,41.6,adult,female,2012
Artibeus cinereus,13,38.97,adult,female,2011
Artibeus cinereus,12,38.79,adult,male,2011
Artibeus cinereus,12,40.59,adult,male,2012
Artibeus cinereus,11.5,39.86,adult,male,2012
Artibeus cinereus,13,42.5,adult,male,2012
Artibeus cinereus,11,39.85,juvenile,male,2012
Artibeus cinereus,12.5,40.74,adult,male,2012
Artibeus cinereus,11,40.31,juvenile,female,2012
Artibeus cinereus,14,40.67,juvenile,female,2012
Artibeus cinereus,13,42.18,juvenile,female,2012
Artibeus cinereus,13,40.76,adult,male,2012
Artibeus cinereus,14,40.9,juvenile,male,2012
Artibeus cinereus,12,41.47,adult,male,2012
Artibeus cinereus,11,39.24,juvenile,female,2012
Artibeus cinereus,14,40.16,juvenile,female,2012
Artibeus cinereus,12.5,40.89,juvenile,female,2012
Artibeus cinereus,12,39.76,adult,male,2012
Artibeus cinereus,12,38.23,adult,male,2012
Artibeus cinereus,13,38.03,adult,male,2012
Artibeus cinereus,11,40.61,juvenile,female,2012
Artibeus cinereus,13,40.26,adult,female,2012
Artibeus cinereus,14,41.99,juvenile,female,2012
Artibeus cinereus,13,39.52,adult,female,2012
Artibeus cinereus,8,43.98,adult,female,2012
Artibeus cinereus,10,41.06,juvenile,male,2012
Artibeus cinereus,13,41,adult,male,2013
Artibeus cinereus,13,40.5,adult,female,2013
Artibeus cinereus,11,40.8,adult,male,2013
Artibeus cinereus,14,39.25,adult,female,2013
Artibeus cinereus,12,41,adult,male,2014
Artibeus cinereus,12,40.5,juvenile,male,2014
Artibeus cinereus,11,40.3,juvenile,male,2014
Artibeus cinereus,13,40.1,adult,male,2014
Artibeus cinereus,12,40.3,adult,male,2014
Artibeus cinereus,13,40.6,adult,male,2014
Artibeus cinereus,13,40.5,adult,male,2014
Artibeus cinereus,14,40.5,juvenile,female,2014
Artibeus cinereus,14,42.2,juvenile,female,2014
Artibeus cinereus,14,40.4,juvenile,female,2014
Artibeus cinereus,12,39.9,juvenile,male,2014
Artibeus cinereus,13,41.2,adult,female,2014
Artibeus cinereus,15,40,adult,female,2014
Artibeus cinereus,16,41,juvenile,female,2014
Artibeus cinereus,15,40.8,adult,female,2014
Artibeus cinereus,16,40.6,adult,female,2014
Artibeus cinereus,12,37.9,adult,male,2014
Artibeus cinereus,11,40.6,juvenile,female,2014
Artibeus cinereus,13,39.8,adult,male,2014
Artibeus cinereus,11,38,juvenile,female,2014
Artibeus cinereus,14,40.4,adult,female,2014
Artibeus cinereus,13,40.1,adult,male,2014
Artibeus cinereus,13,39.1,adult,male,2014
Artibeus cinereus,13,38.9,adult,female,2014
Artibeus cinereus,12,37.2,adult,female,2014
Artibeus cinereus,12,40,adult,male,2014
Artibeus cinereus,15,39.3,adult,male,2014
Artibeus cinereus,14,40.8,adult,female,2014
Artibeus cinereus,12,40.1,adult,male,2014
Artibeus cinereus,15,39.7,adult,female,2014
Artibeus cinereus,17,40.6,adult,female,2014
Artibeus cinereus,14,40.5,adult,male,2014
Artibeus cinereus,16,41,adult,female,2014
Artibeus cinereus,15,39.4,adult,female,2014
Artibeus cinereus,8,39.6,adult,male,2014
Artibeus cinereus,16,40.9,adult,female,2014
Artibeus cinereus,15,39.1,adult,male,2014
Artibeus cinereus,14,39.7,adult,female,2014
Artibeus cinereus,13,39.9,adult,male,2014
Artibeus cinereus,13,38,adult,male,2015
Artibeus cinereus,13,43.4,adult,male,2015
Artibeus cinereus,13,39.3,adult,female,2015
Artibeus cinereus,17,41.5,adult,female,2015
Artibeus cinereus,17,41.7,adult,female,2015
Artibeus cinereus,21,42.1,adult,female,2015
Artibeus cinereus,13,41.6,adult,female,2015
Artibeus cinereus,14,40.8,adult,female,2015
Artibeus cinereus,14,40.5,adult,male,2015
Artibeus cinereus,13,41.9,adult,male,2015
Artibeus cinereus,13,39.7,juvenile,female,2015
Artibeus cinereus,14,40.3,adult,female,2015
Artibeus cinereus,13,40.4,adult,male,2015
Artibeus cinereus,13,39.9,adult,male,2015
Artibeus cinereus,13,37.9,juvenile,female,2015
Artibeus cinereus,15,42.2,adult,female,2015
Artibeus cinereus,12,39.2,juvenile,female,2015
Artibeus cinereus,16,39.9,adult,male,2015
Artibeus cinereus,14,38.8,adult,male,2015
Artibeus cinereus,15,41.8,juvenile,female,2015
Artibeus cinereus,14,39.6,adult,male,2015
Artibeus cinereus,16,39.2,adult,female,2015
Artibeus cinereus,11,38.7,juvenile,female,2015
Artibeus cinereus,13,38,juvenile,female,2015
Artibeus cinereus,11,40.2,adult,male,2015
Artibeus cinereus,11,37.9,adult,male,2015
Artibeus cinereus,13,41.1,juvenile,female,2015
Artibeus cinereus,13,38.9,juvenile,female,2015
Artibeus cinereus,14,41.3,juvenile,female,2015
Artibeus cinereus,14,40.1,juvenile,female,2015
Artibeus cinereus,17,40.9,adult,female,2015
Artibeus cinereus,12,40.2,adult,female,2015
Artibeus cinereus,16,41.3,juvenile,female,2015
Artibeus cinereus,15,39.2,adult,male,2015
Artibeus cinereus,15,39.2,adult,female,2013
Artibeus cinereus,13,40.3,juvenile,female,2013
Artibeus cinereus,16,41.2,adult,female,2014
Artibeus cinereus,20,41.3,adult,female,2014
Artibeus cinereus,13,39.9,juvenile,female,2014
Artibeus cinereus,16,39.4,juvenile,female,2014
Artibeus cinereus,15,42.7,adult,male,2014
Artibeus cinereus,14,40.3,adult,female,2014
Artibeus cinereus,13,40.9,adult,female,2014
Artibeus cinereus,12,39.1,adult,male,2014
Artibeus cinereus,14,41.3,juvenile,male,2014
Artibeus cinereus,12,39.1,adult,male,2014
Artibeus cinereus,15,40.1,adult,male,2014
Artibeus cinereus,14,40.5,adult,male,2014
Artibeus cinereus,12,40.1,adult,female,2014
Artibeus cinereus,13,40,adult,female,2014
Artibeus cinereus,12,38.9,adult,male,2014
Artibeus cinereus,12,38.8,adult,male,2014
Artibeus cinereus,13,41.2,adult,female,2014
Artibeus cinereus,11,38.9,adult,male,2014
Artibeus cinereus,16,41.5,adult,female,2014
Artibeus cinereus,15,41.2,adult,female,2014
Artibeus cinereus,13,40.1,adult,male,2014
Artibeus cinereus,13,40.8,adult,female,2014
Artibeus cinereus,14,40.9,adult,male,2014
Artibeus cinereus,15,42.3,adult,female,2014
Artibeus cinereus,10,41,juvenile,male,2014
Artibeus cinereus,13,38.6,juvenile,male,2014
Artibeus cinereus,13,39.6,adult,female,2014
Artibeus cinereus,13,39.7,adult,male,2014
Artibeus cinereus,13,40.7,adult,female,2014
Artibeus cinereus,14,39.1,adult,male,2014
Artibeus cinereus,14,40.4,adult,male,2014
Artibeus cinereus,12,38.9,adult,male,2014
Artibeus cinereus,14,42.4,adult,female,2014
Artibeus fimbriatus,59,63.7,adult,female,2015
Artibeus fimbriatus,51,63.3,adult,male,2015
Artibeus fimbriatus,52,69.4,adult,male,2012
Artibeus fimbriatus,54,65.3,adult,male,2013
Artibeus fimbriatus,61,68.7,adult,female,2013
Artibeus fimbriatus,57,64.6,adult,female,2013
Artibeus fimbriatus,58,66.8,adult,female,2013
Artibeus fimbriatus,59.5,67.15,adult,female,2013
Artibeus fimbriatus,53,67.5,adult,male,2013
Artibeus fimbriatus,60,66.4,adult,female,2013
Artibeus fimbriatus,60,65.7,adult,female,2013
Artibeus fimbriatus,49,63,adult,female,2013
Artibeus fimbriatus,56,66.9,adult,female,2013
Artibeus fimbriatus,59,66,adult,male,2015
Artibeus fimbriatus,61,66.7,adult,female,2013
Artibeus fimbriatus,61,68.7,adult,male,2013
Artibeus fimbriatus,67,67.7,adult,female,2013
Artibeus fimbriatus,56,65.9,adult,male,2013
Artibeus fimbriatus,56,69.9,adult,male,2013
Artibeus fimbriatus,63,66.5,adult,female,2013
Artibeus fimbriatus,70,67.2,adult,female,2013
Artibeus fimbriatus,52,67.8,adult,male,2013
Artibeus fimbriatus,76,68.9,adult,female,2014
Artibeus fimbriatus,65,65.9,adult,male,2014
Artibeus fimbriatus,70,66.8,adult,female,2014
Artibeus fimbriatus,62,66.5,adult,female,2015
Artibeus fimbriatus,56,65.4,adult,male,2016
Artibeus fimbriatus,53,66.5,adult,female,2012
Artibeus fimbriatus,67,66.9,adult,female,2012
Artibeus fimbriatus,60,69.4,adult,male,2011
Artibeus fimbriatus,58,65.2,adult,female,2011
Artibeus fimbriatus,58,68.5,adult,male,2011
Artibeus fimbriatus,60,64.2,adult,male,2013
Artibeus fimbriatus,66,65.4,adult,female,2013
Artibeus fimbriatus,46,66.9,adult,female,2012
Artibeus fimbriatus,64,67.3,adult,male,2010
Artibeus fimbriatus,60,63.9,adult,male,2010
Artibeus fimbriatus,74,65.5,adult,male,2010
Artibeus fimbriatus,69,67.4,adult,male,2010
Artibeus fimbriatus,69,64.8,adult,female,2010
Artibeus fimbriatus,63,66.6,adult,female,2010
Artibeus fimbriatus,65,63.8,adult,male,2012
Artibeus fimbriatus,68,66.7,adult,female,2012
Artibeus fimbriatus,67,64.7,adult,male,2012
Artibeus fimbriatus,64,66.6,adult,male,2012
Artibeus fimbriatus,66,65.8,adult,female,2012
Artibeus fimbriatus,56,64.5,adult,male,2012
Artibeus fimbriatus,59,65.9,juvenile,female,2011
Artibeus fimbriatus,61,66.7,adult,male,2010
Artibeus fimbriatus,59,67.9,adult,female,2010
Artibeus fimbriatus,66,66.7,adult,female,2010
Artibeus fimbriatus,70,67.2,adult,male,2010
Artibeus fimbriatus,52,64.2,adult,male,2010
Artibeus fimbriatus,57,64.3,adult,male,2015
Artibeus fimbriatus,59,63.3,adult,male,2016
Artibeus fimbriatus,71,68.7,adult,male,2016
Artibeus fimbriatus,74,66.5,adult,female,2016
Artibeus fimbriatus,53,63.7,adult,male,2016
Artibeus fimbriatus,72,67.9,adult,female,2016
Artibeus fimbriatus,66,67.4,adult,male,2016
Artibeus fimbriatus,60,66.1,adult,female,2016
Artibeus fimbriatus,58,64.7,adult,male,2016
Artibeus fimbriatus,53,63.9,adult,male,2012
Artibeus fimbriatus,57,66.7,adult,male,2012
Artibeus fimbriatus,43,64.2,adult,male,2012
Artibeus fimbriatus,64,65.5,adult,male,2012
Artibeus fimbriatus,54,67.6,adult,male,2012
Artibeus fimbriatus,79,66.9,adult,female,2012
Artibeus fimbriatus,63,68.2,adult,male,2012
Artibeus fimbriatus,72,62.8,juvenile,female,2011
Artibeus fimbriatus,52,65.1,adult,male,2011
Artibeus fimbriatus,63,64.1,adult,male,2011
Artibeus fimbriatus,59,63.2,adult,female,2011
Artibeus fimbriatus,69,66.4,adult,male,2011
Artibeus fimbriatus,61,66.2,adult,female,2010
Artibeus fimbriatus,60,61,juvenile,male,2010
Artibeus fimbriatus,69,67.6,adult,male,2010
Artibeus fimbriatus,57,66.7,adult,female,2010
Artibeus fimbriatus,61,65,adult,male,2010
Artibeus fimbriatus,64,68.1,adult,male,2010
Artibeus fimbriatus,57,68.1,adult,male,2010
Artibeus fimbriatus,63,66.4,adult,male,2010
Artibeus fimbriatus,76,68.9,adult,female,2014
Artibeus fimbriatus,65,65.9,adult,male,2014
Artibeus fimbriatus,70,66.8,adult,female,2014
Artibeus fimbriatus,64,67.2,adult,female,2014
Artibeus fimbriatus,74,60,adult,female,2013
Artibeus fimbriatus,73,67.2,adult,female,2013
Artibeus fimbriatus,66,66,adult,female,2014
Artibeus fimbriatus,63,69.2,adult,female,2014
Artibeus fimbriatus,63,67.3,adult,male,2014
Artibeus fimbriatus,52,66.1,juvenile,female,2014
Artibeus fimbriatus,56,68.2,juvenile,male,2014
Artibeus fimbriatus,58,67.2,adult,female,2014
Artibeus fimbriatus,53,68.4,juvenile,female,2014
Artibeus fimbriatus,52,66.8,juvenile,female,2014
Artibeus fimbriatus,56,66.7,juvenile,male,2014
Artibeus fimbriatus,59,68.2,adult,female,2014
Artibeus fimbriatus,51,65.6,juvenile,male,2014
Artibeus fimbriatus,80,66.9,adult,female,2014
Artibeus fimbriatus,54,66.3,juvenile,female,2014
Artibeus fimbriatus,57,67.6,juvenile,male,2014
Artibeus fimbriatus,59,67.2,juvenile,female,2014
Artibeus fimbriatus,54,67.9,juvenile,female,2014
Artibeus fimbriatus,54,65.7,adult,male,2014
Artibeus fimbriatus,62,67.1,adult,male,2014
Artibeus fimbriatus,58,67.2,juvenile,male,2014
Artibeus fimbriatus,59,66.9,adult,female,2014
Artibeus fimbriatus,57,67.9,juvenile,female,2014
Artibeus fimbriatus,61,68.1,adult,male,2014
Artibeus fimbriatus,61,68.8,adult,female,2014
Artibeus fimbriatus,55,64.6,juvenile,male,2014
Artibeus fimbriatus,59,68.5,adult,male,2014
Artibeus fimbriatus,63,70.5,adult,male,2014
Artibeus fimbriatus,59,66,adult,male,2014
Artibeus fimbriatus,56,65.7,adult,male,2014
Artibeus fimbriatus,64,68.8,adult,female,2014
Artibeus fimbriatus,60,65.5,adult,female,2014
Artibeus fimbriatus,62,66.9,adult,female,2014
Artibeus fimbriatus,65,67.2,adult,male,2014
Artibeus fimbriatus,59,67.2,adult,male,2014
Artibeus fimbriatus,59,65.7,adult,female,2014
Artibeus fimbriatus,56,65.6,adult,male,2014
Artibeus fimbriatus,63,68.3,adult,female,2014
Artibeus fimbriatus,57,64.3,adult,female,2014
Artibeus fimbriatus,54,65.8,adult,female,2014
Artibeus fimbriatus,62,69.1,adult,female,2014
Artibeus fimbriatus,64,65.6,adult,male,2014
Artibeus fimbriatus,62,67.3,adult,female,2014
Artibeus fimbriatus,52,66.3,adult,female,2014
Artibeus fimbriatus,56,68,adult,female,2014
Artibeus fimbriatus,68,66.7,adult,female,2014
Artibeus fimbriatus,60,65.7,adult,male,2014
Artibeus fimbriatus,61,67.8,adult,male,2014
Artibeus fimbriatus,52,64.4,adult,male,2014
Artibeus fimbriatus,53,67.4,adult,male,2014
Artibeus fimbriatus,54,67.8,juvenile,male,2014
Artibeus fimbriatus,63,69.5,adult,female,2014
Artibeus fimbriatus,58,66.8,adult,female,2014
Artibeus fimbriatus,56,66,adult,female,2014
Artibeus fimbriatus,54,67.4,adult,female,2014
Artibeus fimbriatus,60,68.9,adult,male,2014
Artibeus fimbriatus,60,68,adult,male,2014
Artibeus fimbriatus,61,67.9,adult,male,2014
Artibeus fimbriatus,61,69.9,adult,female,2014
Artibeus fimbriatus,59,68.5,adult,female,2014
Artibeus fimbriatus,54,65.5,adult,male,2014
Artibeus fimbriatus,59,67.3,adult,female,2014
Artibeus fimbriatus,55,67,adult,male,2014
Artibeus fimbriatus,59,66.6,adult,male,2014
Artibeus fimbriatus,60,67.1,adult,female,2014
Artibeus fimbriatus,56,69.3,adult,female,2014
Artibeus fimbriatus,61,68.5,adult,female,2014
Artibeus fimbriatus,56,65.6,adult,female,2014
Artibeus fimbriatus,66,65.8,adult,female,2014
Artibeus fimbriatus,63,68.9,adult,female,2014
Artibeus fimbriatus,67,68.3,adult,female,2014
Artibeus fimbriatus,67,70.6,adult,female,2014
Artibeus fimbriatus,62,65.3,adult,female,2014
Artibeus fimbriatus,60,66.1,adult,male,2014
Artibeus fimbriatus,56,66.9,adult,female,2014
Artibeus fimbriatus,65,67.6,adult,female,2014
Artibeus fimbriatus,57,68.9,adult,female,2014
Artibeus fimbriatus,72,68.4,adult,male,2014
Artibeus fimbriatus,55,65.1,adult,female,2014
Artibeus fimbriatus,56,66.5,adult,male,2014
Artibeus fimbriatus,60,67.3,adult,female,2014
Artibeus fimbriatus,61,65.5,adult,female,2014
Artibeus fimbriatus,61,65.7,adult,female,2014
Artibeus fimbriatus,55,66.3,adult,male,2014
Artibeus fimbriatus,67,69.9,adult,male,2014
Artibeus fimbriatus,59,66.8,adult,female,2014
Artibeus fimbriatus,67,70.9,adult,female,2014
Artibeus fimbriatus,60,67.7,adult,male,2014
Artibeus fimbriatus,62,66.2,adult,male,2014
Artibeus fimbriatus,54,64.2,adult,female,2014
Artibeus fimbriatus,58,68.9,adult,female,2014
Artibeus fimbriatus,50,65.9,adult,male,2014
Artibeus fimbriatus,55,66.4,adult,female,2014
Artibeus fimbriatus,58,66.8,adult,female,2016
Artibeus fimbriatus,64,67,adult,male,2016
Artibeus fimbriatus,60,66.4,adult,male,2016
Artibeus fimbriatus,63,64.9,adult,male,2016
Artibeus fimbriatus,57,65,adult,male,2016
Artibeus fimbriatus,65,66,adult,female,2016
Artibeus fimbriatus,59,65.3,adult,male,2016
Artibeus fimbriatus,57,64.7,adult,male,2016
Artibeus fimbriatus,66,71.8,adult,male,2016
Artibeus fimbriatus,66,71.6,adult,male,2016
Artibeus fimbriatus,73,69.9,adult,female,2016
Artibeus fimbriatus,65,63.7,adult,female,2016
Artibeus fimbriatus,72,68.8,adult,male,2016
Artibeus fimbriatus,61,64.9,adult,male,2016
Artibeus fimbriatus,85,66.9,adult,female,2016
Artibeus fimbriatus,60,65.1,adult,male,2016
Artibeus fimbriatus,81,66.9,adult,female,2016
Artibeus fimbriatus,53,63.5,adult,male,2016
Artibeus fimbriatus,53,63.9,adult,male,2016
Artibeus fimbriatus,55,65.6,adult,male,2016
Artibeus fimbriatus,64,66.7,adult,male,2016
Artibeus fimbriatus,57,66.1,adult,male,2016
Artibeus fimbriatus,71,69.6,adult,female,2016
Artibeus fimbriatus,62,67.3,adult,female,2016
Artibeus fimbriatus,71,66.7,adult,male,2016
Artibeus fimbriatus,63,65,adult,female,2016
Artibeus fimbriatus,61,64.8,adult,male,2016
Artibeus fimbriatus,62,66.2,adult,female,2016
Artibeus fimbriatus,56,63.6,adult,male,2016
Artibeus fimbriatus,57,65.8,juvenile,female,2016
Artibeus fimbriatus,58,67.5,adult,male,2016
Artibeus fimbriatus,61,62.9,adult,female,2016
Artibeus fimbriatus,61,65.2,adult,male,2016
Artibeus fimbriatus,57,63.4,adult,male,2016
Artibeus fimbriatus,71,66,adult,female,2016
Artibeus fimbriatus,71,66.1,adult,female,2016
Artibeus fimbriatus,50,66.9,juvenile,male,2016
Artibeus fimbriatus,50,65.1,juvenile,female,2016
Artibeus fimbriatus,49,66.1,juvenile,female,2016
Artibeus fimbriatus,60,65.2,adult,male,2016
Artibeus fimbriatus,52,67.1,juvenile,female,2016
Artibeus fimbriatus,57,66.1,adult,male,2016
Artibeus fimbriatus,61,65.5,adult,male,2016
Artibeus fimbriatus,59,67.5,adult,male,2016
Artibeus fimbriatus,56,65.1,adult,male,2016
Artibeus fimbriatus,57,65.1,adult,male,2016
Artibeus fimbriatus,50,64.5,juvenile,female,2016
Artibeus fimbriatus,57,67.3,juvenile,female,2016
Artibeus fimbriatus,63,69.3,juvenile,female,2016
Artibeus fimbriatus,55,66.5,juvenile,female,2016
Artibeus fimbriatus,58,68,adult,female,2016
Artibeus fimbriatus,64,65.4,juvenile,male,2016
Artibeus fimbriatus,51,64.9,adult,male,2016
Artibeus fimbriatus,64,65.9,juvenile,male,2016
Artibeus fimbriatus,57,64.5,juvenile,male,2016
Artibeus fimbriatus,58,68.3,juvenile,female,2016
Artibeus fimbriatus,63,65.3,juvenile,male,2016
Artibeus fimbriatus,50,67.8,adult,male,2016
Artibeus fimbriatus,58,67,adult,male,2016
Artibeus fimbriatus,77,69.2,adult,male,2016
Artibeus fimbriatus,61,65.1,adult,female,2016
Artibeus fimbriatus,55,68.2,adult,female,2016
Artibeus fimbriatus,60,65.8,adult,male,2016
Artibeus fimbriatus,62,66.9,adult,female,2016
Artibeus fimbriatus,60,68.5,adult,female,2016
Artibeus fimbriatus,53,63.9,adult,male,2016
Artibeus fimbriatus,54,65.9,adult,female,2016
Artibeus fimbriatus,67,68.9,adult,female,2016
Artibeus fimbriatus,70,69.2,adult,female,2016
Artibeus fimbriatus,62,68,adult,male,2016
Artibeus fimbriatus,62,66.6,adult,female,2016
